1999,   4369862,      21421,         345,       1513,,       5297,      14266,         490.2,           7.9,          34.6,,         121.2,         326.5 
2000,   4447100,      21620,         329,       1482,,       5702,      14107,         486.2,           7.4,          33.3,,         128.2,         317.2 
2001,   4468912,      19582,         379,       1369,,       5584,      12250,         438.2,           8.5,          30.6,,         125.0,         274.1 
2002,   4478896,      19931,         303,       1664,,       5962,      12002,         445.0,           6.8,          37.2,,         133.1,         268.0 
2003,   4503726,      19331,         299,       1656,,       6038,      11338,         429.2,           6.6,          36.8,,         134.1,         251.7 
2004,   4525375,      19324,         254,       1742,,       6042,      11286,         427.0,           5.6,          38.5,,         133.5,         249.4 
2005,   4548327,      19678,         374,       1564,,       6447,      11293,         433.0,           8.2,          34.4,,         141.7,         248.3 
2006,   4599030,      19553,         382,       1646,,       7062,      10463,         425.2,           8.3,          35.8,,         153.6,         227.5 
2007,   4627851,      20775,         412,       1548,,       7398,      11417,         448.9,           8.9,          33.4,,         159.9,         246.7 
2008,   4661900,      21110,         351,       1618,,       7346,      11795,         452.8,           7.5,          34.7,,         157.6,         253.0 
2009,   4708708,      21194,         322,       1504,,       6265,      13103,         450.1,           6.8,          31.9,,         133.1,         278.3 
2010,   4785401,      18363,         275,       1355,,       4864,      11869,         383.7,           5.7,          28.3,,         101.6,         248.0 
2011,   4803689,      20166,         299,       1370,,       4906,      13591,         419.8,           6.2,          28.5,,         102.1,         282.9 
2012,   4817528,      21693,         342,       1296,,       5020,      15035,         450.3,           7.1,          26.9,,         104.2,         312.1 
2013,   4833996,      20834,         346,       1449,       2055,       4645,      13788,         431.0,           7.2,          30.0,          42.5,          96.1,         285.2 
2014,   4849377,      20727,         276,       1436,       2005,       4701,      13745,         427.4,           5.7,          29.6,          41.3,          96.9,         283.4 

Estimated crime in Alaska

,,National or state crime,,,,,,"Crime rate per 100,000 population",,,,,,,

,,Violent crime,,,,,,Violent crime,,,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
1960,     226167,         236,          23,          47,,          64,         102,         104.3,          10.2,          20.8,,          28.3,          45.1 
1961,     234000,         208,          27,          31,,          29,         121,          88.9,          11.5,          13.2,,          12.4,          51.7 
1962,     246000,         225,          11,          46,,          34,         134,          91.5,           4.5,          18.7,,          13.8,          54.5 
1963,     248000,         272,          16,          37,,          55,         164,         109.7,           6.5,          14.9,,          22.2,          66.1 
1964,     250000,         375,          26,          56,,          53,         240,         150.0,          10.4,          22.4,,          21.2,          96.0 
1965,     253000,         377,          16,          45,,         101,         215,         149.0,           6.3,          17.8,,          39.9,          85.0 
1966,     272000,         409,          35,          53,,          98,         223,         150.4,          12.9,          19.5,,          36.0,          82.0 
1967,     272000,         437,          26,          48,,          96,         267,         160.7,           9.6,          17.6,,          35.3,          98.2 
1968,     277000,         486,          29,          60,,         146,         251,         175.5,          10.5,          21.7,,          52.7,          90.6 
1969,     282000,         624,          30,          83,,         190,         321,         221.3,          10.6,          29.4,,          67.4,         113.8 
1970,     302173,         840,          37,          79,,         217,         507,         278.0,          12.2,          26.1,,          71.8,         167.8 
1971,     313000,       1112,          42,         136,,         210,         724,         355.3,          13.4,          43.5,,          67.1,         231.3 
1972,     325000,       1204,          31,         136,,         216,         821,         370.5,           9.5,          41.8,,          66.5,         252.6 
1973,     330000,       1269,          33,         147,,         221,         868,         384.5,          10.0,          44.5,,          67.0,         263.0 
1974,     337000,       1527,          46,         166,,         298,       1017,         453.1,          13.6,          49.3,,          88.4,         301.8 
1975,     352000,       1900,          43,         157,,         456,       1244,         539.8,          12.2,          44.6,,         129.5,         353.4 
1976,     382000,       2063,          43,         179,,         477,       1364,         540.1,          11.3,          46.9,,         124.9,         357.1 
1977,     407000,       1804,          44,         210,,         394,       1156,         443.2,          10.8,          51.6,,          96.8,         284.0 
1978,     403000,       1781,          52,         224,,         368,       1137,         441.9,          12.9,          55.6,,          91.3,         282.1 
1979,     406000,       1994,          54,         292,,         445,       1203,         491.1,          13.3,          71.9,,         109.6,         296.3 
1980,     440142,       1919,          39,         250,,         360,       1270,         436.0,           8.9,          56.8,,          81.8,         288.5 
1981,     412000,       2537,          60,         421,,         472,       1584,         615.8,          14.6,         102.2,,         114.6,         384.5 
1982,     438000,       2732,          81,         374,,         586,       1691,         623.7,          18.5,          85.4,,         133.8,         386.1 
1983,     479000,       2940,          66,         486,,         465,       1923,         613.8,          13.8,         101.5,,          97.1,         401.5 
1984,     500000,       3108,          58,         458,,         547,       2045,         621.6,          11.6,          91.6,,         109.4,         409.0 
1985,     521000,       3031,          51,         402,,         484,       2094,         581.8,           9.8,          77.2,,          92.9,         401.9 
1986,     534000,       3046,          46,         388,,         470,       2142,         570.4,           8.6,          72.7,,          88.0,         401.1 
1987,     525000,       2391,          53,         341,,         384,       1613,         455.4,          10.1,          65.0,,          73.1,         307.2 
1988,     513000,       2682,          29,         296,,         374,       1983,         522.8,           5.7,          57.7,,          72.9,         386.5 
1989,     527000,       2623,          42,         279,,         356,       1946,         497.7,           8.0,          52.9,,          67.6,         369.3 
1990,     550043,       2885,          41,         401,,         422,       2021,         524.5,           7.5,          72.9,,          76.7,         367.4 
1991,     570000,       3499,          42,         523,,         645,       2289,         613.9,           7.4,          91.8,,         113.2,         401.6 
1992,     587000,       3877,          44,         579,,         640,       2614,         660.5,           7.5,          98.6,,         109.0,         445.3 
1993,     599000,       4557,          54,         502,,         733,       3268,         760.8,           9.0,          83.8,,         122.4,         545.6 
1994,     606000,       4644,          38,         418,,         886,       3302,         766.3,           6.3,          69.0,,         146.2,         544.9 
1995,     604000,       4656,          55,         485,,         937,       3179,         770.9,           9.1,          80.3,,         155.1,         526.3 
1996,     607000,       4417,          45,         398,,         710,       3264,         727.7,           7.4,          65.6,,         117.0,         537.7 
1997,     609000,       4270,          54,         403,,         648,       3165,         701.1,           8.9,          66.2,,         106.4,         519.7 
1998,     614000,       4015,          41,         421,,         532,       3021,         653.9,           6.7,          68.6,,          86.6,         492.0 
1999,     619500,       3908,          52,         517,,         566,       2773,         630.8,           8.4,          83.5,,          91.4,         447.6 
2000,     626932,       3554,          27,         497,,         490,       2540,         566.9,           4.3,          79.3,,          78.2,         405.1 
2001,     633630,       3735,          39,         501,,         514,       2681,         589.5,           6.2,          79.1,,          81.1,         423.1 
2002,     641482,       3627,          33,         511,,         489,       2594,         565.4,           5.1,          79.7,,          76.2,         404.4 
2003,     648280,       3877,          39,         605,,         446,       2787,         598.0,           6.0,          93.3,,          68.8,         429.9 
2004,     657755,       4159,          37,         558,,         447,       3117,         632.3,           5.6,          84.8,,          68.0,         473.9 
2005,     663253,       4194,          32,         538,,         537,       3087,         632.0,           4.8,          81.1,,          81.0,         465.4 
2006,     670053,       4610,          36,         512,,         600,       3462,         688.0,           5.4,          76.4,,          89.5,         516.7 
2007,     683478,       4520,          43,         545,,         581,       3351,         661.3,           6.3,          79.7,,          85.0,         490.3 
2008,     686293,       4475,          27,         447,,         645,       3356,         652.1,           3.9,          65.1,,          94.0,         489.0 
2009,     698473,       4424,          22,         513,,         654,       3235,         633.4,           3.1,          73.4,,          93.6,         463.2 
2010,     714146,       4537,          31,         533,,         594,       3379,         635.3,           4.3,          74.6,,          83.2,         473.2 
2011,     723860,       4416,          30,         436,,         576,       3374,         610.1,           4.1,          60.2,,          79.6,         466.1 
2012,     730307,       4412,          30,         583,,         630,       3169,         604.1,           4.1,          79.8,,          86.3,         433.9 
2013,     737259,       4709,          34,         657,         925,         623,       3127,         638.7,           4.6,          89.1,         125.5,          84.5,         424.1 
2014,     736732,       4684,          41,         555,         771,         629,       3243,         635.8,           5.6,          75.3,         104.7,          85.4,         440.2 

Estimated crime in Arizona

,,National or state crime,,,,,,"Crime rate per 100,000 population",,,,,,,

,,Violent crime,,,,,,Violent crime,,,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
1960,   1302161,       2704,          78,         209,,         706,       1711,         207.7,           6.0,          16.1,,          54.2,         131.4 
1961,   1391000,       2288,          84,         200,,         786,       1218,         164.5,           6.0,          14.4,,          56.5,          87.6 
1962,   1509000,       2610,          86,         198,,         851,       1475,         173.0,           5.7,          13.1,,          56.4,          97.7 
1963,   1559000,       3027,          93,         222,,         897,       1815,         194.2,           6.0,          14.2,,          57.5,         116.4 
1964,   1581000,       3368,          83,         259,,         967,       2059,         213.0,           5.2,          16.4,,          61.2,         130.2 
1965,   1608000,       3092,          80,         286,,         895,       1831,         192.3,           5.0,          17.8,,          55.7,         113.9 
1966,   1618000,       3272,          98,         296,,         898,       1980,         202.2,           6.1,          18.3,,          55.5,         122.4 
1967,   1634000,       3892,          91,         273,,       1224,       2304,         238.2,           5.6,          16.7,,          74.9,         141.0 
1968,   1670000,       4402,         105,         313,,       1448,       2536,         263.6,           6.3,          18.7,,          86.7,         151.9 
1969,   1693000,       5742,         102,         390,,       1692,       3558,         339.2,           6.0,          23.0,,          99.9,         210.2 
1970,   1772482,       6564,         168,         478,,       2130,       3788,         370.3,           9.5,          27.0,,         120.2,         213.7 
1971,   1849000,       7407,         124,         553,,       2095,       4635,         400.6,           6.7,          29.9,,         113.3,         250.7 
1972,   1945000,       8731,         142,         650,,       2350,       5589,         448.9,           7.3,          33.4,,         120.8,         287.4 
1973,   2058000,       9877,         167,         637,,       3031,       6042,         479.9,           8.1,          31.0,,         147.3,         293.6 
1974,   2153000,      12202,         206,         807,,       4396,       6793,         566.7,           9.6,          37.5,,         204.2,         315.5 
1975,   2224000,      12184,         191,         789,,       3780,       7424,         547.8,           8.6,          35.5,,         170.0,         333.8 
1976,   2270000,      10335,         177,         674,,       2949,       6535,         455.3,           7.8,          29.7,,         129.9,         287.9 
1977,   2296000,      11347,         217,         786,,       3173,       7171,         494.2,           9.5,          34.2,,         138.2,         312.3 
1978,   2354000,      12996,         221,       1040,,       3835,       7900,         552.1,           9.4,          44.2,,         162.9,         335.6 
1979,   2450000,      14528,         219,       1120,,       4305,       8884,         593.0,           8.9,          45.7,,         175.7,         362.6 
1980,   2715357,      17673,         279,       1227,,       5258,      10909,         650.9,          10.3,          45.2,,         193.6,         401.8 
1981,   2793000,      16082,         227,       1064,,       4961,       9830,         575.8,           8.1,          38.1,,         177.6,         352.0 
1982,   2860000,      14785,         236,       1100,,       4537,       8912,         517.0,           8.3,          38.5,,         158.6,         311.6 
1983,   2963000,      14642,         213,       1241,,       3923,       9265,         494.2,           7.2,          41.9,,         132.4,         312.7 
1984,   3053000,      15756,         238,       1316,,       4003,      10199,         516.1,           7.8,          43.1,,         131.1,         334.1 
1985,   3187000,      19202,         254,       1458,,       4670,      12820,         602.5,           8.0,          45.7,,         146.5,         402.3 
1986,   3317000,      21835,         307,       1425,,       5614,      14489,         658.3,           9.3,          43.0,,         169.2,         436.8 
1987,   3386000,      20742,         253,       1396,,       4687,      14406,         612.6,           7.5,          41.2,,         138.4,         425.5 
1988,   3466000,      21147,         294,       1345,,       4750,      14758,         610.1,           8.5,          38.8,,         137.0,         425.8 
1989,   3556000,      21320,         237,       1286,,       4944,      14853,         599.6,           6.7,          36.2,,         139.0,         417.7 
1990,   3665228,      23911,         284,       1500,,       5897,      16230,         652.4,           7.7,          40.9,,         160.9,         442.8 
1991,   3750000,      25152,         291,       1590,,       6215,      17056,         670.7,           7.8,          42.4,,         165.7,         454.8 
1992,   3832000,      25706,         312,       1647,,       5867,      17880,         670.8,           8.1,          43.0,,         153.1,         466.6 
1993,   3936000,      28142,         339,       1488,,       6412,      19903,         715.0,           8.6,          37.8,,         162.9,         505.7 
1994,   4075000,      28653,         426,       1465,,       6601,      20161,         703.1,          10.5,          36.0,,         162.0,         494.7 
1995,   4218000,      30095,         439,       1418,,       7329,      20909,         713.5,          10.4,          33.6,,         173.8,         495.7 
1996,   4428000,      27963,         377,       1381,,       7429,      18776,         631.5,           8.5,          31.2,,         167.8,         424.0 
1997,   4555000,      28411,         375,       1492,,       7547,      18997,         623.7,           8.2,          32.8,,         165.7,         417.1 
1998,   4669000,      26984,         376,       1451,,       7715,      17442,         577.9,           8.1,          31.1,,         165.2,         373.6 
1999,   4778332,      26334,         384,       1383,,       7288,      17279,         551.1,           8.0,          28.9,,         152.5,         361.6 
2000,   5130632,      27281,         359,       1577,,       7504,      17841,         531.7,           7.0,          30.7,,         146.3,         347.7 
2001,   5306966,      28675,         400,       1518,,       8868,      17889,         540.3,           7.5,          28.6,,         167.1,         337.1 
2002,   5441125,      30171,         387,       1608,,       8000,      20176,         554.5,           7.1,          29.6,,         147.0,         370.8 
2003,   5579222,      28638,         441,       1856,,       7619,      18722,         513.3,           7.9,          33.3,,         136.6,         335.6 
2004,   5739879,      28952,         414,       1896,,       7721,      18921,         504.4,           7.2,          33.0,,         134.5,         329.6 
2005,   5953007,      30478,         445,       2006,,       8579,      19448,         512.0,           7.5,          33.7,,         144.1,         326.7 
2006,   6166318,      33456,         533,       2449,,       9491,      20983,         542.6,           8.6,          39.7,,         153.9,         340.3 
2007,   6338755,      32835,         548,       2353,,       9764,      20170,         518.0,           8.6,          37.1,,         154.0,         318.2 
2008,   6500180,      31567,         462,       2200,,       9809,      19096,         485.6,           7.1,          33.8,,         150.9,         293.8 
2009,   6595778,      28128,         380,       2279,,       8199,      17270,         426.5,           5.8,          34.6,,         124.3,         261.8 
2010,   6413158,      26528,         408,       2191,,       6953,      16976,         413.6,           6.4,          34.2,,         108.4,         264.7 
2011,   6467315,      26789,         397,       2499,,       7145,      16748,         414.2,           6.1,          38.6,,         110.5,         259.0 
2012,   6551149,      28077,         358,       2282,,       7383,      18054,         428.6,           5.5,          34.8,,         112.7,         275.6 
2013,   6634997,      27576,         355,       2344,       3174,       6656,      17391,         415.6,           5.4,          35.3,          47.8,         100.3,         262.1 
2014,   6731484,      26916,         319,       2464,       3378,       6249,      16970,         399.9,           4.7,          36.6,          50.2,          92.8,         252.1 

Estimated crime in Arkansas

,,National or state crime,,,,,,"Crime rate per 100,000 population",,,,,,,

,,Violent crime,,,,,,Violent crime,,,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
1960,   1786272,       1924,         152,         159,,         443,       1170,         107.7,           8.5,           8.9,,          24.8,          65.5 
1961,   1797000,       1809,         163,         130,,         446,       1070,         100.7,           9.1,           7.2,,          24.8,          59.5 
1962,   1823000,       1667,         144,         124,,         400,         999,          91.4,           7.9,           6.8,,          21.9,          54.8 
1963,   1858000,       1991,         137,         113,,         466,       1275,         107.2,           7.4,           6.1,,          25.1,          68.6 
1964,   1933000,       2641,         147,         157,,         565,       1772,         136.6,           7.6,           8.1,,          29.2,          91.7 
1965,   1960000,       2662,         115,         203,,         465,       1879,         135.8,           5.9,          10.4,,          23.7,          95.9 
1966,   1955000,       3185,         139,         192,,         574,       2280,         162.9,           7.1,           9.8,,          29.4,         116.6 
1967,   1968000,       4320,         173,         279,,         693,       3175,         219.5,           8.8,          14.2,,          35.2,         161.3 
1968,   2012000,       4360,         163,         349,,         796,       3052,         216.7,           8.1,          17.3,,          39.6,         151.7 
1969,   1995000,       4390,         197,         347,,         885,       2961,         220.1,           9.9,          17.4,,          44.4,         148.4 
1970,   1923295,       4276,         195,         328,,         877,       2876,         222.3,          10.1,          17.1,,          45.6,         149.5 
1971,   1944000,       4680,         204,         332,,         947,       3197,         240.7,          10.5,          17.1,,          48.7,         164.5 
1972,   1978000,       4840,         206,         342,,       1084,       3208,         244.7,          10.4,          17.3,,          54.8,         162.2 
1973,   2037000,       5905,         180,         398,,       1456,       3871,         289.9,           8.8,          19.5,,          71.5,         190.0 
1974,   2062000,       6521,         231,         492,,       1664,       4134,         316.2,          11.2,          23.9,,          80.7,         200.5 
1975,   2116000,       7369,         213,         547,,       1854,       4755,         348.3,          10.1,          25.9,,          87.6,         224.7 
1976,   2109000,       6410,         213,         510,,       1618,       4069,         303.9,          10.1,          24.2,,          76.7,         192.9 
1977,   2144000,       6924,         188,         592,,       1784,       4360,         322.9,           8.8,          27.6,,          83.2,         203.4 
1978,   2186000,       7522,         199,         505,,       1748,       5070,         344.1,           9.1,          23.1,,          80.0,         231.9 
1979,   2180000,       7984,         198,         595,,       1626,       5565,         366.2,           9.1,          27.3,,          74.6,         255.3 
1980,   2284037,       7656,         210,         609,,       1848,       4989,         335.2,           9.2,          26.7,,          80.9,         218.4 
1981,   2294000,       7119,         209,         577,,       1776,       4557,         310.3,           9.1,          25.2,,          77.4,         198.6 
1982,   2291000,       7438,         187,         622,,       1805,       4824,         324.7,           8.2,          27.1,,          78.8,         210.6 
1983,   2328000,       6930,         178,         586,,       1614,       4552,         297.7,           7.6,          25.2,,          69.3,         195.5 
1984,   2349000,       7549,         176,         697,,       1587,       5089,         321.4,           7.5,          29.7,,          67.6,         216.6 
1985,   2359000,       8199,         187,         686,,       1617,       5709,         347.6,           7.9,          29.1,,          68.5,         242.0 
1986,   2372000,       9365,         191,         686,,       1890,       6598,         394.8,           8.1,          28.9,,          79.7,         278.2 
1987,   2388000,       9839,         182,         779,,       1890,       6988,         412.0,           7.6,          32.6,,          79.1,         292.6 
1988,   2422000,      10237,         211,         780,,       2037,       7209,         422.7,           8.7,          32.2,,          84.1,         297.6 
1989,   2406000,      11397,         203,         924,,       2660,       7610,         473.7,           8.4,          38.4,,         110.6,         316.3 
1990,   2350725,      12511,         241,       1019,,       2661,       8590,         532.2,          10.3,          43.3,,         113.2,         365.4 
1991,   2372000,      14072,         264,       1058,,       3217,       9533,         593.3,          11.1,          44.6,,         135.6,         401.9 
1992,   2399000,      13831,         259,         990,,       3011,       9571,         576.5,          10.8,          41.3,,         125.5,         399.0 
1993,   2424000,      14381,         247,       1028,,       3027,      10079,         593.3,          10.2,          42.4,,         124.9,         415.8 
1994,   2453000,      14598,         294,       1028,,       3158,      10118,         595.1,          12.0,          41.9,,         128.7,         412.5 
1995,   2484000,      13741,         259,         925,,       3122,       9435,         553.2,          10.4,          37.2,,         125.7,         379.8 
1996,   2510000,      13161,         219,       1046,,       2864,       9032,         524.3,           8.7,          41.7,,         114.1,         359.8 
1997,   2523000,      13293,         250,       1098,,       2814,       9131,         526.9,           9.9,          43.5,,         111.5,         361.9 
1998,   2538000,      12442,         201,         893,,       2442,       8906,         490.2,           7.9,          35.2,,          96.2,         350.9 
1999,   2551373,      10848,         143,         710,,       2024,       7971,         425.2,           5.6,          27.8,,          79.3,         312.4 
2000,   2673400,      11904,         168,         848,,       2001,       8887,         445.3,           6.3,          31.7,,          74.8,         332.4 
2001,   2694698,      12190,         148,         892,,       2181,       8969,         452.4,           5.5,          33.1,,          80.9,         332.8 
2002,   2706268,      11501,         142,         754,,       2524,       8081,         425.0,           5.2,          27.9,,          93.3,         298.6 
2003,   2727774,      12449,         180,         911,,       2227,       9131,         456.4,           6.6,          33.4,,          81.6,         334.7 
2004,   2750000,      13814,         176,       1183,,       2372,      10083,         502.3,           6.4,          43.0,,          86.3,         366.7 
2005,   2775708,      14670,         189,       1202,,       2532,      10747,         528.0,           6.8,          43.3,,          91.2,         387.2 
2006,   2810872,      15538,         205,       1325,,       2749,      11259,         552.8,           7.3,          47.1,,          97.8,         400.6 
2007,   2834797,      15226,         198,       1294,,       3105,      10629,         537.1,           7.0,          45.6,,         109.5,         374.9 
2008,   2855390,      14649,         165,       1463,,       2777,      10244,         513.0,           5.8,          51.2,,          97.3,         358.8 
2009,   2889450,      14905,         179,       1378,,       2576,      10772,         515.8,           6.2,          47.7,,          89.2,         372.8 
2010,   2921588,      14711,         134,       1321,,       2369,      10887,         503.5,           4.6,          45.2,,          81.1,         372.6 
2011,   2938582,      14173,         160,       1230,,       2357,      10426,         482.3,           5.4,          41.9,,          80.2,         354.8 
2012,   2949828,      13851,         174,       1233,,       2310,      10134,         469.6,           5.9,          41.8,,          78.3,         343.5 
2013,   2958765,      13705,         158,       1135,       1490,       2261,       9796,         463.2,           5.3,          38.4,          50.4,          76.4,         331.1 
2014,   2966369,      14243,         165,       1182,       1763,       2050,      10265,         480.1,           5.6,          39.8,          59.4,          69.1,         346.0 

Estimated crime in California

,,National or state crime,,,,,,"Crime rate per 100,000 population",,,,,,,

,,Violent crime,,,,,,Violent crime,,,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
1960,  15717204,      37558,         616,       2859,,      15287,      18796,         239.0,           3.9,          18.2,,          97.3,         119.6 
1961,  16397000,      38154,         605,       3033,,      14832,      19684,         232.7,           3.7,          18.5,,          90.5,         120.0 
1962,  16970000,      39846,         657,       2946,,      15598,      20645,         234.8,           3.9,          17.4,,          91.9,         121.7 
1963,  17590000,      42419,         673,       3080,,      16458,      22208,         241.2,           3.8,          17.5,,          93.6,         126.3 
1964,  18084000,      48026,         740,       3621,,      18667,      24998,         265.6,           4.1,          20.0,,         103.2,         138.2 
1965,  18602000,      52490,         880,       3948,,      21081,      26581,         282.2,           4.7,          21.2,,         113.3,         142.9 
1966,  18918000,      57718,         868,       4432,,      22317,      30101,         305.1,           4.6,          23.4,,         118.0,         159.1 
1967,  19153000,      67446,       1039,       4792,,      28539,      33076,         352.1,           5.4,          25.0,,         149.0,         172.7 
1968,  19221000,      81293,       1150,       5744,,      36991,      37408,         422.9,           6.0,          29.9,,         192.5,         194.6 
1969,  19443000,      89878,       1386,       7053,,      39240,      42199,         462.3,           7.1,          36.3,,         201.8,         217.0 
1970,  19953134,      94741,       1376,       7005,,      41277,      45083,         474.8,           6.9,          35.1,,         206.9,         225.9 
1971,  20223000,     104872,       1642,       7300,,      47626,      48304,         518.6,           8.1,          36.1,,         235.5,         238.9 
1972,  20468000,     110667,       1791,       8127,,      48829,      51920,         540.7,           8.8,          39.7,,         238.6,         253.7 
1973,  20601000,     116563,       1862,       8357,,      49531,      56813,         565.8,           9.0,          40.6,,         240.4,         275.8 
1974,  20907000,     127658,       1985,       8494,,      52822,      64357,         610.6,           9.5,          40.6,,         252.7,         307.8 
1975,  21185000,     138842,       2209,       8807,,      59827,      67999,         655.4,          10.4,          41.6,,         282.4,         321.0 
1976,  21520000,     144041,       2220,       9614,,      59318,      72889,         669.3,          10.3,          44.7,,         275.6,         338.7 
1977,  21896000,     154582,       2515,      10825,,      62852,      78390,         706.0,          11.5,          49.4,,         287.0,         358.0 
1978,  22294000,     165626,       2611,      11316,,      68235,      83464,         742.9,          11.7,          50.8,,         306.1,         374.4 
